Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
255.0,20.0,RL,70.0,-0.19735749562083513,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5.0,6.0,1957.0,1957.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922.0,Unf,0.0,392.0,1314.0,GasA,TA,Y,SBrkr,1314.0,0.0,0.0,1314.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Attchd,1957.0,RFn,1.0,294.0,TA,TA,Y,250.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD,Normal,145000.0
1094.0,20.0,RL,71.0,-0.10695064762985272,Pave,,Reg,Lvl,AllPub,Corner,Gtl,mes,Feedr,Norm,1Fam,1Story,5.0,8.0,1965.0,1998.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200.0,0.0,0.0,1200.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,6.0,Typ,0.0,,Detchd,1977.0,Unf,2.0,884.0,TA,TA,Y,0.0,64.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,10.0,2006.0,WD,Normal,146000.0
1021.0,20.0,RL,60.0,-0.34723680024203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1024.0,Unf,0.0,108.0,1132.0,GasA,Ex,Y,SBrkr,1132.0,0.0,0.0,1132.0,1.0,0.0,1.0,1.0,2.0,1.0,Gd,5.0,Typ,0.0,,Attchd,2005.0,Fin,2.0,451.0,TA,TA,Y,252.0,64.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD,Normal,176000.0
1341.0,20.0,RL,70.0,-0.20890343042450274,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,4.0,5.0,1971.0,1971.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,858.0,858.0,GasA,TA,Y,SBrkr,872.0,0.0,0.0,872.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1974.0,Unf,4.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,6.0,2007.0,WD,Normal,123000.0
1025.0,20.0,RL,,0.5757844405719276,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8.0,6.0,1976.0,1976.0,Hip,WdShake,Stone,HdBoard,,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165.0,LwQ,400.0,0.0,1565.0,GasA,TA,Y,SBrkr,2898.0,0.0,0.0,2898.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,10.0,Typ,1.0,Gd,Attchd,1976.0,Fin,2.0,665.0,TA,TA,Y,0.0,72.0,174.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,COD,Abnorml,287000.0
848.0,20.0,RL,36.0,0.5785075384029813,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,6.0,1972.0,1972.0,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460.0,Unf,0.0,404.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Fa,Attchd,1972.0,Unf,1.0,338.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,WD,Normal,133500.0
457.0,70.0,RM,34.0,-0.6144271594250178,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5.0,5.0,1916.0,1950.0,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Fa,N,SBrkr,624.0,720.0,0.0,1344.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,,Detchd,1916.0,Unf,3.0,513.0,Fa,Fa,Y,0.0,0.0,96.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,COD,Abnorml,98000.0
1266.0,160.0,FV,35.0,-0.705487550895453,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7.0,5.0,1999.0,1999.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,241.0,691.0,GasA,Ex,Y,SBrkr,713.0,739.0,0.0,1452.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0.0,34.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,WD,Normal,183900.0
695.0,50.0,RM,51.0,-0.44570401781293134,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1936.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,927.0,927.0,GasA,TA,Y,SBrkr,1067.0,472.0,0.0,1539.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1995.0,Unf,2.0,576.0,TA,TA,Y,112.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,4.0,2009.0,WD,Normal,141500.0
24.0,120.0,RM,44.0,-0.6522237573200429,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5.0,7.0,1976.0,1976.0,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840.0,Unf,0.0,200.0,1040.0,GasA,TA,Y,SBrkr,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1976.0,Unf,2.0,572.0,TA,TA,Y,100.0,110.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD,Normal,129900.0
1314.0,60.0,RL,108.0,0.4969235273846128,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1393.0,1393.0,GasA,Ex,Y,SBrkr,1422.0,1177.0,0.0,2599.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,Typ,1.0,TA,BuiltIn,1999.0,Fin,3.0,779.0,TA,TA,Y,668.0,30.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,333168.0
514.0,20.0,RL,71.0,-0.11163437589926506,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6.0,5.0,1983.0,1983.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,TA,TA,No,ALQ,336.0,Unf,0.0,748.0,1084.0,GasA,TA,Y,SBrkr,1080.0,0.0,0.0,1080.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,,Attchd,1983.0,Unf,2.0,484.0,TA,TA,Y,120.0,0.0,158.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD,Normal,134000.0
1068.0,60.0,RL,80.0,-0.04922097361151457,Pave,,Reg,Lvl,AllPub,Inside,Mod,mes,Norm,Norm,1Fam,2Story,6.0,6.0,1964.0,1964.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674.0,LwQ,106.0,0.0,780.0,GasA,TA,Y,SBrkr,798.0,813.0,0.0,1611.0,1.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,,Attchd,1964.0,RFn,2.0,442.0,TA,TA,Y,328.0,128.0,0.0,0.0,189.0,0.0,,,,0.0,6.0,2008.0,WD,Normal,167900.0
1423.0,120.0,RM,37.0,-0.6292408116259498,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,686.0,Unf,0.0,162.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,3.0,Typ,0.0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD,Normal,136500.0
1258.0,30.0,RL,56.0,-0.6700872790917551,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5.0,8.0,1922.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,96.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,99900.0
620.0,60.0,RL,85.0,0.22134602688197974,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8.0,5.0,2003.0,2003.0,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,Y,SBrkr,1482.0,780.0,0.0,2262.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,Typ,2.0,Gd,Attchd,2003.0,Fin,3.0,749.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD,Normal,305000.0
1213.0,30.0,RL,50.0,-0.0949690171732165,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,6.0,1941.0,1950.0,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,344.0,Unf,0.0,328.0,672.0,GasA,TA,Y,SBrkr,672.0,0.0,0.0,672.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Attchd,1941.0,Unf,1.0,234.0,TA,TA,N,0.0,113.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,WD,Normal,113000.0
71.0,20.0,RL,95.0,0.37460197281368124,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,7.0,6.0,1973.0,1973.0,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880.0,Unf,0.0,343.0,2223.0,GasA,Ex,Y,SBrkr,2223.0,0.0,0.0,2223.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,8.0,Typ,2.0,Gd,Attchd,1973.0,Fin,2.0,516.0,TA,TA,Y,300.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2007.0,WD,Normal,244000.0
732.0,80.0,RL,73.0,-0.06773803886267964,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786.0,Unf,0.0,82.0,868.0,GasA,Ex,Y,SBrkr,1146.0,0.0,0.0,1146.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2003.0,Fin,2.0,438.0,TA,TA,Y,160.0,22.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2007.0,WD,Normal,187500.0
700.0,120.0,FV,59.0,-0.6459061703519984,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16.0,Unf,0.0,1375.0,1391.0,GasA,Ex,Y,SBrkr,1391.0,0.0,0.0,1391.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,,Attchd,2004.0,RFn,2.0,530.0,TA,TA,Y,156.0,158.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD,Normal,196000.0
532.0,70.0,RM,60.0,-0.4418916808494562,Pave,,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6.0,8.0,1920.0,1999.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0.0,Unf,0.0,611.0,611.0,GasA,Ex,Y,SBrkr,751.0,611.0,0.0,1362.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Detchd,1920.0,Fin,2.0,502.0,TA,Fa,Y,0.0,0.0,84.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD,Normal,128000.0
1326.0,30.0,RM,40.0,-0.7162710183064256,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4.0,4.0,1922.0,1950.0,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Fa,N,SBrkr,796.0,0.0,0.0,796.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,0.0,100.0,0.0,0.0,0.0,,MnPrv,,0.0,1.0,2008.0,WD,Normal,55000.0
988.0,20.0,RL,83.0,-0.005760332227897728,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.0,5.0,2009.0,2010.0,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1646.0,Unf,0.0,284.0,1930.0,GasA,Ex,Y,SBrkr,1940.0,0.0,0.0,1940.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2010.0,Fin,3.0,606.0,TA,TA,Y,168.0,95.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,New,Partial,395192.0
590.0,40.0,RM,50.0,-0.1211107563513319,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5.0,6.0,1930.0,1960.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,GasA,TA,Y,FuseA,779.0,0.0,156.0,935.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Detchd,1988.0,Unf,1.0,308.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,,,Shed,600.0,8.0,2008.0,WD,Normal,79500.0
916.0,160.0,RM,21.0,-0.8943616164573367,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4.0,5.0,1970.0,1970.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Fa,Y,SBrkr,546.0,546.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1970.0,Unf,1.0,286.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2007.0,WD,Normal,75000.0
303.0,20.0,RL,118.0,0.38037494021551504,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2001.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1541.0,1541.0,GasA,Ex,Y,SBrkr,1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,2001.0,RFn,3.0,843.0,TA,TA,Y,468.0,81.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2006.0,WD,Normal,205000.0
507.0,60.0,RL,80.0,-0.07165929973939694,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8.0,5.0,1993.0,1994.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,380.0,Unf,0.0,397.0,777.0,GasA,Ex,Y,SBrkr,1065.0,846.0,0.0,1911.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1993.0,RFn,2.0,471.0,TA,TA,Y,182.0,81.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2006.0,WD,Normal,215000.0
1416.0,120.0,RL,51.0,-0.7163799422196678,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2007.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,0.0,398.0,1386.0,GasA,Ex,Y,SBrkr,1569.0,0.0,0.0,1569.0,0.0,1.0,2.0,0.0,1.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2007.0,RFn,3.0,660.0,TA,TA,Y,143.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD,Normal,175900.0
919.0,60.0,RL,103.0,0.31730799444831165,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1991.0,1991.0,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,48.0,GLQ,634.0,422.0,1104.0,GasA,Ex,Y,SBrkr,912.0,1215.0,0.0,2127.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1991.0,RFn,3.0,833.0,TA,TA,Y,72.0,192.0,224.0,0.0,0.0,0.0,,GdPrv,,0.0,11.0,2007.0,WD,Normal,238000.0
